family,size,mincut,contract,fastcut,contract_time,fastcut_time,contract_success,fastcut_success
barabasi_albert_graph,130,16,16,16,10.02,482.709,1,1
barabasi_albert_graph,130,16,36,16,9.749,479.916,0,1
barabasi_albert_graph,130,16,30,16,8.706,473.518,0,1
barabasi_albert_graph,130,16,47,16,14.499,504.247,0,1
barabasi_albert_graph,130,16,37,16,8.723,457.306,0,1
barabasi_albert_graph,130,16,25,16,9.147,484.337,0,1
barabasi_albert_graph,130,16,25,16,9.526,481.252,0,1
barabasi_albert_graph,130,16,25,16,9.499,471.062,0,1
barabasi_albert_graph,130,16,42,16,8.603,477.346,0,1
barabasi_albert_graph,130,16,33,16,8.716,464.048,0,1
barabasi_albert_graph,130,16,16,16,8.834,486.444,1,1
barabasi_albert_graph,130,16,38,16,9.525,522.425,0,1
barabasi_albert_graph,130,16,32,16,9.379,478.409,0,1
barabasi_albert_graph,130,16,30,25,9.176,483.136,0,0
barabasi_albert_graph,130,16,33,16,8.748,456.693,0,1
barabasi_albert_graph,130,16,41,16,8.669,507.649,0,1
barabasi_albert_graph,130,16,25,16,7.772,449.444,0,1
barabasi_albert_graph,130,16,35,16,8.951,443.89,0,1
barabasi_albert_graph,130,16,40,16,8.339,451.682,0,1
barabasi_albert_graph,130,16,35,16,8.37,443.256,0,1
barabasi_albert_graph,130,16,40,16,8.664,480.326,0,1
barabasi_albert_graph,140,23,46,23,12.884,515.466,0,1
barabasi_albert_graph,140,23,32,23,11.883,509.443,0,1
barabasi_albert_graph,140,23,41,23,11.915,559.102,0,1
barabasi_albert_graph,140,23,34,23,10.793,494.299,0,1
barabasi_albert_graph,140,23,39,23,10.783,506.626,0,1
barabasi_albert_graph,140,23,44,23,11.943,508.48,0,1
barabasi_albert_graph,140,23,44,23,11.207,520.421,0,1
barabasi_albert_graph,140,23,45,23,11.228,497.339,0,1
barabasi_albert_graph,140,23,34,23,11.419,507.91,0,1
barabasi_albert_graph,140,23,51,23,11.419,506.714,0,1
barabasi_albert_graph,140,23,31,23,10.493,542.392,0,1
barabasi_albert_graph,140,23,52,23,11.227,514.994,0,1
barabasi_albert_graph,140,23,45,23,11.144,520.179,0,1
barabasi_albert_graph,140,23,39,23,11.806,505.237,0,1
barabasi_albert_graph,140,23,28,23,12.447,554.485,0,1
